78 0 0.257439 0.141115 0.625936 0.406953 1.19853
79 0 0.256237 0.138128 0.623084 0.401158 1.19326
80 0 0.255062 0.135207 0.620301 0.395486 1.18813
81 0 0.253919 0.132349 0.617596 0.389935 1.18314
82 0 0.252781 0.129551 0.614943 0.384501 1.17826
83 0 0.251662 0.126812 0.612357 0.379179 1.17352
84 0 0.250619 0.12413 0.60987 0.373966 1.16891
85 0 0.249411 0.121504 0.60744 0.36886 1.16444
86 0 0.248237 0.118931 0.604936 0.363856 1.16005
87 0 0.247475 0.11641 0.602748 0.358951 1.15587
88 0 0.245638 0.113939 0.600163 0.354144 1.15162
89 0 0.245347 0.111517 0.598269 0.34943 1.14781
90 0 0.242373 0.109143 0.596091 0.344807 1.14397
91 0 0.243119 0.106814 0.593939 0.340273 1.14024
92 0 0.241945 0.104531 0.5918 0.335825 1.13662
93 0 0.240718 0.10229 0.589585 0.33146 1.13311
94 0 0.239426 0.100092 0.587499 0.327176 1.1297
95 0 0.239013 0.0979348 0.585274 0.322971 1.12629
96 0 0.237984 0.0958173 0.58303 0.318843 1.12318
97 0 0.237058 0.0937386 0.580652 0.314789 1.12005
98 0 0.237665 0.0916976 0.578443 0.310808 1.11695
99 0 0.18916 0.0896932 0.557737 0.306897 1.10505
